utt_id,emotion,session,wav_path
Ses03F_script01_2_F000,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F000.wav
Ses03F_script01_2_F001,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F001.wav
Ses03F_script01_2_F002,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F002.wav
Ses03F_script01_2_F004,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F004.wav
Ses03F_script01_2_F006,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F006.wav
Ses03F_script01_2_F011,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F011.wav
Ses03F_script01_2_F013,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F013.wav
Ses03F_script01_2_F015,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F015.wav
Ses03F_script01_2_F016,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F016.wav
Ses03F_script01_2_F018,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F018.wav
Ses03F_script01_2_F020,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F020.wav
Ses03F_script01_2_F021,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F021.wav
Ses03F_script01_2_M001,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M001.wav
Ses03F_script01_2_M003,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M003.wav
Ses03F_script01_2_M004,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M004.wav
Ses03F_script01_2_M006,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M006.wav
Ses03F_script01_2_M007,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M007.wav
Ses03F_script01_2_M008,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M008.wav
Ses03F_script01_2_M009,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M009.wav
Ses03F_script01_2_M011,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M011.wav
Ses03F_script01_2_M013,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M013.wav
Ses03F_script01_2_M014,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M014.wav
Ses03F_script01_2_M015,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M015.wav
Ses03F_script01_2_M016,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M016.wav
Ses03F_script01_2_M017,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M017.wav
Ses03F_script01_2_M018,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M018.wav
Ses03F_script01_3_F000,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F000.wav
Ses03F_script01_3_F001,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F001.wav
Ses03F_script01_3_F002,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F002.wav
Ses03F_script01_3_F003,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F003.wav
Ses03F_script01_3_F008,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F008.wav
Ses03F_script01_3_F011,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F011.wav
Ses03F_script01_3_F012,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F012.wav
Ses03F_script01_3_F013,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F013.wav
Ses03F_script01_3_F014,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F014.wav
Ses03F_script01_3_F018,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F018.wav
Ses03F_script01_3_F021,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F021.wav
Ses03F_script01_3_F023,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F023.wav
Ses03F_script01_3_F025,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F025.wav
Ses03F_script01_3_F026,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F026.wav
Ses03F_script01_3_F027,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F027.wav
Ses03F_script01_3_F028,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F028.wav
Ses03F_script01_3_F029,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F029.wav
Ses03F_script01_3_F030,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F030.wav
Ses03F_script01_3_F031,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F031.wav
Ses03F_script01_3_F032,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F032.wav
Ses03F_script01_3_F033,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F033.wav
Ses03F_script01_3_F035,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F035.wav
Ses03F_script01_3_M000,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M000.wav
Ses03F_script01_3_M001,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M001.wav
Ses03F_script01_3_M003,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M003.wav
Ses03F_script01_3_M004,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M004.wav
Ses03F_script01_3_M006,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M006.wav
Ses03F_script01_3_M009,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M009.wav
Ses03F_script01_3_M010,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M010.wav
Ses03F_script01_3_M011,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M011.wav
Ses03F_script01_3_M012,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M012.wav
Ses03F_script01_3_M013,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M013.wav
Ses03F_script01_3_M014,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M014.wav
Ses03F_script01_3_M015,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M015.wav
Ses03F_script01_3_M018,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M018.wav
Ses03F_script01_3_M019,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M019.wav
Ses03F_script01_3_M020,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M020.wav
Ses03F_script01_3_M021,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M021.wav
Ses03F_script01_3_M023,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M023.wav
Ses03F_script01_3_M024,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M024.wav
Ses03F_script01_3_M025,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M025.wav
Ses03F_script01_3_M026,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M026.wav
Ses03F_script01_3_M027,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M027.wav
Ses03F_script01_3_M028,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M028.wav
Ses03F_script01_3_M029,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M029.wav
Ses03F_script01_3_M030,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M030.wav
Ses03F_script01_3_M031,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M031.wav
Ses03F_script01_3_M032,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M032.wav
Ses03F_script01_3_M033,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M033.wav
Ses03F_script01_3_M034,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M034.wav
Ses03F_script01_3_M035,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M035.wav
Ses03F_script01_3_M036,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M036.wav
Ses03F_script01_3_M037,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M037.wav
Ses03F_script01_3_M038,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M038.wav
Ses03F_script01_3_M039,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M039.wav
Ses03F_script01_3_M040,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M040.wav
Ses03F_script01_3_M041,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M041.wav
Ses03F_script01_3_M042,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M042.wav
Ses03F_script01_3_M043,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M043.wav
Ses03F_script01_3_M045,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M045.wav
Ses03F_script01_3_M046,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M046.wav
Ses03F_script02_1_F000,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F000.wav
Ses03F_script02_1_F003,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F003.wav
Ses03F_script02_1_F010,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F010.wav
Ses03F_script02_1_F011,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F011.wav
Ses03F_script02_1_F012,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F012.wav
Ses03F_script02_1_M017,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M017.wav
Ses03F_script02_1_M019,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M019.wav
Ses03F_script02_1_M020,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M020.wav
Ses03F_script02_1_M022,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M022.wav
Ses03F_script02_1_M023,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M023.wav
Ses03F_script02_1_M044,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M044.wav
Ses03F_script02_2_F000,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F000.wav
Ses03F_script02_2_F005,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F005.wav
Ses03F_script02_2_F012,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F012.wav
Ses03F_script02_2_F016,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F016.wav
Ses03F_script02_2_F017,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F017.wav
Ses03F_script02_2_F018,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F018.wav
Ses03F_script02_2_F019,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F019.wav
Ses03F_script02_2_F020,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F020.wav
Ses03F_script02_2_F021,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F021.wav
Ses03F_script02_2_F022,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F022.wav
Ses03F_script02_2_F023,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F023.wav
Ses03F_script02_2_F024,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F024.wav
Ses03F_script02_2_F025,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F025.wav
Ses03F_script02_2_F026,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F026.wav
Ses03F_script02_2_F027,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F027.wav
Ses03F_script02_2_F028,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F028.wav
Ses03F_script02_2_F031,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F031.wav
Ses03F_script02_2_F035,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F035.wav
Ses03F_script02_2_F036,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F036.wav
Ses03F_script02_2_F038,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F038.wav
Ses03F_script02_2_F039,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F039.wav
Ses03F_script02_2_F040,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F040.wav
Ses03F_script02_2_F043,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F043.wav
Ses03F_script02_2_F044,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F044.wav
Ses03F_script02_2_F045,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F045.wav
Ses03F_script02_2_F048,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F048.wav
Ses03F_script02_2_F050,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F050.wav
Ses03F_script02_2_F051,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_F051.wav
Ses03F_script02_2_M001,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M001.wav
Ses03F_script02_2_M005,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M005.wav
Ses03F_script02_2_M008,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M008.wav
Ses03F_script02_2_M016,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M016.wav
Ses03F_script02_2_M026,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M026.wav
Ses03F_script02_2_M038,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M038.wav
Ses03F_script02_2_M039,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M039.wav
Ses03F_script02_2_M040,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M040.wav
Ses03F_script02_2_M041,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M041.wav
Ses03F_script02_2_M042,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M042.wav
Ses03F_script02_2_M043,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M043.wav
Ses03F_script02_2_M044,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M044.wav
Ses03F_script02_2_M045,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_2/Ses03F_script02_2_M045.wav
Ses03F_script03_1_F000,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F000.wav
Ses03F_script03_1_F001,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F001.wav
Ses03F_script03_1_F014,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F014.wav
Ses03F_script03_1_F015,sad,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F015.wav
Ses03F_script03_1_F021,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F021.wav
Ses03F_script03_1_F025,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F025.wav
Ses03F_script03_1_F026,hap,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F026.wav
Ses03F_script03_1_M004,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M004.wav
Ses03F_script03_1_M005,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_M005.wav
Ses03F_script03_2_F004,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F004.wav
Ses03F_script03_2_F008,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F008.wav
Ses03F_script03_2_F013,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F013.wav
Ses03F_script03_2_F014,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F014.wav
Ses03F_script03_2_F015,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F015.wav
Ses03F_script03_2_F017,neu,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F017.wav
Ses03F_script03_2_F018,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F018.wav
Ses03F_script03_2_F023,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F023.wav
Ses03F_script03_2_F026,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F026.wav
Ses03F_script03_2_F035,ang,Session3,/Volumes/MI USB/iemocap/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F035.wav
